page_id,slug,platform,source_url,tenant_host,jurisdiction,meeting_body,jurisdiction_confidence,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,gov_classify_bucket
4817,city-of-lafayette-in-2026-07-27-2026-july-27-lafayette-historic-preservation-com,youtube,https://www.youtube.com/live/7Ll50I6Y1L0?si=6vtowUqE8W3szcxZ,www.youtube.com,"City of Lafayette, IN",,validated,us:place:1840788,"Lafayette (city), IN",municipality,registry,us_places.csv Lafayette city,,lafayette-city-in,us,IN,lafayette-in,yes,city
4818,village-of-patchogue-ny-2026-08-18-village-of-patchogue-zoning-board-of-appeals,youtube,https://www.youtube.com/watch?v=WmMP4285IPw,www.youtube.com,"Village of Patchogue, NY",,validated,us:place:3656660,"Patchogue, NY",municipality,registry,us_places.csv Patchogue village,,patchogue-ny,us,NY,village-of-patchogue-ny,yes,city
4819,richwood-tx-2026-07-13-city-of-richwood-city-council-meeting-07-13-2026,youtube,https://www.youtube.com/embed/WxvGIMHL634?rel=0,www.youtube.com,"Richwood, TX",,validated,us:place:4861904,"Richwood, TX",municipality,registry,us_places.csv Richwood city,,richwood-tx,us,TX,richwood-tx,no,city
4820,mount-rainier-md-2026-05-20-work-session-of-the-mayor-city-council-may-19-2026-c,youtube,https://youtu.be/kJnbw3yF-7M,youtu.be,"Mount Rainier, MD",,validated,us:place:2454275,"Mount Rainier, MD",municipality,registry,us_places.csv Mount Rainier city,,mount-rainier-md,us,MD,mount-rainier-md,no,city
4821,city-of-olivette-mo-2026-08-26-august-25-2026-city-council,youtube,https://youtu.be/-bQtkCGFDE0,youtu.be,"City of Olivette, MO",,validated,us:place:2954650,"Olivette, MO",municipality,registry,us_places.csv Olivette city,,olivette-mo,us,MO,olivette-mo,yes,city
4822,nassau-county-fl-2026-08-25-development-review-committee,granicus,https://nassaufl.granicus.com/MediaPlayer.php?clip_id=2412&view_id=2,nassaufl.granicus.com,"Nassau County, FL",,validated,us:county:12089,"Nassau County, FL",county,registry,us_counties.csv Nassau County,,nassau-county-fl,us,FL,nassau-county-fl,no,county
4823,walton-county-ga-2026-08-04-board-of-commissioners-meeting-august-4th-2026,youtube,https://www.youtube.com/embed/w1PYBV1vWCE?rel=0,www.youtube.com,"Walton County, GA",,validated,us:county:13297,"Walton County, GA",county,registry,us_counties.csv Walton County,,walton-county-ga,us,GA,walton-county-ga,no,county
4824,ceres-ca-2026-07-22-july-20-2026-regular-planning-commission-meeting,youtube,https://youtu.be/KHKYv741VPU,youtu.be,"Ceres, CA",,validated,us:place:0612524,"Ceres, CA",municipality,registry,us_places.csv Ceres city,,ceres-ca,us,CA,ceres-ca,no,city
4825,bristol-ri-2026-08-20-town-of-bristol-ri-town-council-wednesday-august-19-2026,youtube,https://www.youtube.com/embed/bhpXBnBdpZc?rel=0,www.youtube.com,"Bristol, RI",,validated,us:county:44001,"Bristol County, RI",county,registry,us_counties.csv Bristol County,,bristol-county-ri,us,RI,bristol-ri,no,city
4826,city-of-norton-oh-2026-08-19-8-19-2026-parks-cemetery-meeting,youtube,https://www.youtube.com/live/-FGY2bOyD9I?si=D-jJdMrCxAbv96ra,www.youtube.com,"City of Norton, OH",,validated,us:place:3957260,"Norton, OH",municipality,registry,us_places.csv Norton city,,norton-oh,us,OH,norton-oh,yes,city
4827,brentwood-mo-2026-06-09-city-of-brentwood-public-works-committee-june-9-2026,youtube,https://www.youtube.com/live/Vy13923Auug?si=dvtVA3rEIwsRIavT,www.youtube.com,"Brentwood, MO",,validated,us:place:2908236,"Brentwood, MO",municipality,registry,us_places.csv Brentwood city,,brentwood-mo,us,MO,brentwood-mo,no,city
4828,la-grande-or-2026-06-09-city-council-work-session-eou-partnership-discussion-jun,youtube,https://www.youtube.com/watch?v=Bsn1zY3cV4k,www.youtube.com,"La Grande, OR",,validated,us:place:4140350,"La Grande, OR",municipality,registry,us_places.csv La Grande city,,la-grande-or,us,OR,la-grande-or,no,city
4829,city-of-shenandoah-tx-2026-08-05-shenandoah-city-council-budget-workshop-8-5-202,youtube,https://www.youtube.com/live/6m2JOa5S6cU?si=Xy1gTumpVAoMiWeh,www.youtube.com,"City of Shenandoah, TX",,validated,us:place:4867400,"Shenandoah, TX",municipality,registry,us_places.csv Shenandoah city,,shenandoah-tx,us,TX,shenandoah-tx,yes,city
4830,town-of-los-gatos-ca-2026-08-27-planning-commission-meeting-august-26-2026-7-00,youtube,https://www.youtube.com/embed/lWBqFyd7kJ0?rel=0,www.youtube.com,"Town of Los Gatos, CA",,validated,us:place:0644112,"Los Gatos, CA",municipality,registry,us_places.csv Los Gatos town,,los-gatos-ca,us,CA,town-of-los-gatos-ca,yes,city
4831,village-of-moreland-hills-oh-2026-08-13-moreland-hills-council-meeting-august-12,youtube,https://youtu.be/qc1sqhYXFt4,youtu.be,"Village of Moreland Hills, OH",,validated,us:place:3952052,"Moreland Hills, OH",municipality,registry,us_places.csv Moreland Hills village,,moreland-hills-oh,us,OH,village-of-moreland-hills-oh,yes,city
4832,city-of-osawatomie-ks-2026-08-19-city-council-meeting-8-13-2026,youtube,https://youtu.be/qjJ7er6uPPk?si=SZHFCcNx_lO7dJCj,youtu.be,"City of Osawatomie, KS",,validated,us:place:2053225,"Osawatomie (city), KS",municipality,registry,us_places.csv Osawatomie city,,osawatomie-city-ks,us,KS,osawatomie-ks,yes,city
4833,forest-lake-mn-2026-07-09-forest-lake-planning-commission-july-8th-2026,youtube,https://www.youtube.com/watch?v=viGn9TOT3cU,www.youtube.com,"Forest Lake, MN",,validated,us:place:2721770,"Forest Lake, MN",municipality,registry,us_places.csv Forest Lake city,,forest-lake-mn,us,MN,forest-lake-mn,no,city
4834,city-of-troy-ny-2026-08-21-august-planning-board-hearing-meeting,youtube,https://youtu.be/js8chlhS22E,youtu.be,"City of Troy, NY",,validated,us:place:3675484,"Troy, NY",municipality,registry,us_places.csv Troy city,,troy-ny,us,NY,troy-ny,yes,city
4835,city-of-jenks-ok-2025-10-28-2025-10-28-jenks-jaa-cc-jpwa-jeda-5pm,youtube,https://www.youtube.com/live/6KvY71s6L9U,www.youtube.com,"City of Jenks, OK",,validated,us:place:4037800,"Jenks, OK",municipality,registry,us_places.csv Jenks city,,jenks-ok,us,OK,jenks-ok,yes,city
4836,city-of-taylor-mi-2026-07-07-city-of-taylor-council-meeting-7-7-26,youtube,https://www.youtube.com/watch?t=1238s&v=3SynsRILcW8,www.youtube.com,"City of Taylor, MI",,validated,us:place:2679000,"Taylor, MI",municipality,registry,us_places.csv Taylor city,,taylor-mi,us,MI,taylor-mi,yes,city
4837,sheboygan-wi-2026-08-18-council-2026-08-17,youtube,https://www.youtube.com/embed/5QV8GitLo1Q?rel=0,www.youtube.com,"Sheboygan, WI",,validated,us:place:5572975,"Sheboygan (city), WI",municipality,registry,us_places.csv Sheboygan city,,sheboygan-city-wi,us,WI,sheboygan-wi,no,city
4838,town-of-slave-lake-ab-2026-07-07-regular-meeting-of-council-july-7-2026,youtube,https://youtube.com/live/fnrbHUtbXus,youtube.com,"Town of Slave Lake, AB",,validated,ca:csd:4817029,"Slave Lake, AB",municipality,registry,ca_csd.csv Slave Lake,,slave-lake-ab,ca,AB,town-of-slave-lake-ab,yes,city
4839,breckenridge-tx-2026-09-01-august-25-2026-special-meeting-of-the-breckenridge-te,youtube,https://www.youtube.com/embed/N1Ag257GA40?rel=0,www.youtube.com,"Breckenridge, TX",,validated,us:place:4810132,"Breckenridge, TX",municipality,registry,us_places.csv Breckenridge city,,breckenridge-tx,us,TX,breckenridge-tx,no,city
4840,city-of-lincoln-park-2026-02-10-2-9-2026-council-meeting-city-of-lincoln-park,youtube,https://www.youtube.com/watch?v=Vyhu-E1fL3w,www.youtube.com,City of Lincoln Park,,validated,us:place:2647800,"Lincoln Park, MI",municipality,registry,us_places.csv Lincoln Park city,,lincoln-park-mi,us,MI,lincoln-park,yes,city
4841,city-of-tahlequah-ok-2024-04-04-city-of-tahlequah-city-council-meeting-1-apr-202,youtube,https://www.youtube.com/live/DyOzD8qx2R4?si=HTiXpMKT19i6PFcg,www.youtube.com,"City of Tahlequah, OK",,validated,us:place:4072100,"Tahlequah, OK",municipality,registry,us_places.csv Tahlequah city,,tahlequah-ok,us,OK,tahlequah-ok,yes,city
4842,maple-grove-mn-2026-08-20-parks-and-rec-board-8-20-2026,cablecast,https://reflect-ccx.cablecast.tv/internetchannel/show/40803?site=16,reflect-ccx.cablecast.tv,"Maple Grove, MN",,validated,us:place:2740166,"Maple Grove (city), MN",municipality,registry,us_places.csv Maple Grove city,,maple-grove-city-mn,us,MN,maple-grove-mn,no,city
4843,needles-ca-2026-08-13-city-council-081126,youtube,https://www.youtube.com/embed/VXBEAL8d4KA?rel=0,www.youtube.com,"Needles, CA",,validated,us:place:0650734,"Needles, CA",municipality,registry,us_places.csv Needles city,,needles-ca,us,CA,needles-ca,no,city
4844,stonecrest-ga-2026-08-27-sda-6-00pm-08-26-2026,youtube,https://www.youtube.com/embed/QsB-UNDTw8Y?rel=0,www.youtube.com,"Stonecrest, GA",,validated,us:place:1373784,"Stonecrest, GA",municipality,registry,us_places.csv Stonecrest city,,stonecrest-ga,us,GA,stonecrest-ga,no,city
4845,douglas-mi-2026-08-27-8-26-2026-dda-meeting,youtube,https://www.youtube.com/embed/MrhSQQVXgus?rel=0,www.youtube.com,"Douglas, MI",,validated,us:place:2622740,"Douglas, MI",municipality,registry,us_places.csv Douglas city,,douglas-mi,us,MI,douglas-mi,no,city
4846,centreville-md-2026-05-07-town-council-of-centreville-meeting-05-07-2026,youtube,https://youtu.be/2FFsooBM3yE,youtu.be,"Centreville, MD",,validated,us:place:2414950,"Centreville, MD",municipality,registry,us_places.csv Centreville town,,centreville-md,us,MD,centreville-md,no,city
4847,fostoria-oh-2026-08-19-fostoria-city-council-8-17-26,youtube,https://youtu.be/cGyEHK0xAtw?si=PrBCkMlOZck5v5E3,youtu.be,"Fostoria, OH",,validated,us:place:3928014,"Fostoria, OH",municipality,registry,us_places.csv Fostoria city,,fostoria-oh,us,OH,fostoria-oh,no,city
4848,bladensburg-md-2026-07-15-work-session-july-13-2026,youtube,https://www.youtube.com/embed/czsZsydMxDE?rel=0,www.youtube.com,"Bladensburg, MD",,validated,us:place:2407850,"Bladensburg, MD",municipality,registry,us_places.csv Bladensburg town,,bladensburg-md,us,MD,bladensburg-md,no,city
4849,bel-aire-ks-2026-08-11-august-11-2026-bel-aire-city-council-workshop,youtube,https://www.youtube.com/embed/Um3VkQrZABA?rel=0,www.youtube.com,"Bel Aire, KS",,validated,us:place:2005337,"Bel Aire, KS",municipality,registry,us_places.csv Bel Aire city,,bel-aire-ks,us,KS,bel-aire-ks,no,city
4850,city-of-duvall-wa-2026-08-27-august-26-2026-meeting-of-the-duvall-planning-commi,youtube,https://youtu.be/Y0dbT61R7hM,youtu.be,"City of Duvall, WA",,validated,us:place:5319035,"Duvall, WA",municipality,registry,us_places.csv Duvall city,,duvall-wa,us,WA,duvall-wa,yes,city
4851,tinton-falls-nj-2026-08-11-tinton-falls-council-meeting-8-11-2026,youtube,https://www.youtube.com/embed/jw12FOeziww?rel=0,www.youtube.com,"Tinton Falls, NJ",,validated,us:place:3473020,"Tinton Falls, NJ",municipality,registry,us_places.csv Tinton Falls borough,,tinton-falls-nj,us,NJ,tinton-falls-nj,no,city
4852,tomball-tx-2026-08-24-special-joint-city-council-tedc-meeting-august-21-2026,youtube,https://www.youtube.com/embed/A2LZcG0Obs0?rel=0,www.youtube.com,"Tomball, TX",,validated,us:place:4873316,"Tomball, TX",municipality,registry,us_places.csv Tomball city,,tomball-tx,us,TX,tomball-tx,no,city
4853,city-of-los-angeles-ca-2026-05-26-board-of-commissioners-05-26-2026,youtube,https://ladwp.primegov.com/Portal/Meeting?meetingTemplateId=5119,ladwp.primegov.com,"City of Los Angeles, CA",,validated,rtr:us:ca:los-angeles-department-of-water-and-power,"Los Angeles Department of Water and Power, CA",special_district,pinned,tenant_overrides.csv ladwp.primegov.com source=architecture_doc_1_3,,los-angeles-department-of-water-and-power-ca,us,CA,los-angeles-ca,yes,city
4854,village-of-northfield-2026-08-25-august-25-2026-board-meeting,youtube,https://youtube.com/live/HYFm0ASULYo?feature=share,youtube.com,Village of Northfield,,validated,,Village of Northfield,municipality,unresolved,no state for 'Village of Northfield',,village-of-northfield,us,,village-of-northfield,yes,city
4855,city-of-st-marys-2026-08-25-city-of-st-marys-council-meeting-08-24-2026,youtube,https://youtu.be/B4_A2tV1rEk,youtu.be,City of St. Marys,,validated,,City of St. Marys,municipality,unresolved,no state for 'City of St. Marys',,city-of-st-marys,us,,st-marys,yes,city
4856,takoma-park-md-2026-04-21-city-council-closed-session-vote-tuesday-april-21-2026,youtube,https://www.youtube.com/watch?v=1MkV4BHCBcQ,www.youtube.com,"Takoma Park, MD",,validated,us:place:2476650,"Takoma Park, MD",municipality,registry,us_places.csv Takoma Park city,,takoma-park-md,us,MD,takoma-park-md,no,city
4857,madeira-beach-fl-2026-08-26-august-26-2026-boc-budget-workshop-meeting-2pm,youtube,https://www.youtube.com/embed/nc2emX05DGM?rel=0,www.youtube.com,"Madeira Beach, FL",,validated,us:place:1242400,"Madeira Beach, FL",municipality,registry,us_places.csv Madeira Beach city,,madeira-beach-fl,us,FL,madeira-beach-fl,no,city
4858,easthampton-ma-2026-08-12-easthampton-city-council-8-12-2026,youtube,https://youtu.be/pA34-wHkFgk,youtu.be,"Easthampton, MA",,validated,us:place:2519365,"Easthampton, MA",municipality,registry,us_places.csv Easthampton city,,easthampton-ma,us,MA,easthampton-ma,no,city
4859,fruit-heights-ut-2026-08-26-planning-commission-meeting-8-25-26,youtube,https://www.youtube.com/watch?v=J8BJ3jN1gmA,www.youtube.com,"Fruit Heights, UT",,validated,us:place:4927490,"Fruit Heights, UT",municipality,registry,us_places.csv Fruit Heights city,,fruit-heights-ut,us,UT,fruit-heights-ut,no,city
4860,twinsburg-oh-2026-08-25-city-of-twinsburg-building-zoning-appeals-board-august-2,youtube,https://www.youtube.com/watch?v=WqeSyLlu8UM,www.youtube.com,"Twinsburg, OH",,validated,us:place:3978050,"Twinsburg (city), OH",municipality,registry,us_places.csv Twinsburg city,,twinsburg-city-oh,us,OH,twinsburg-oh,no,city
4861,brookings-county-sd-2026-08-18-brookings-county-commission-meeting-8-18-2026,youtube,https://www.youtube.com/watch?v=aUD-1d113PU,www.youtube.com,"Brookings County, SD",,validated,us:county:46011,"Brookings County, SD",county,registry,us_counties.csv Brookings County,,brookings-county-sd,us,SD,brookings-county-sd,no,county
4862,city-of-markham-2026-06-26-board-of-directors,escribe,https://pub-trca.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=262c6eb9-4ad4-4bbd-849d-78dd1544498b&lang=English,pub-trca.escribemeetings.com,City of Markham,,validated,rtr:ca:on:toronto-and-region-conservation-authority,"Toronto and Region Conservation Authority, ON",special_district,pinned,tenant_overrides.csv pub-trca.escribemeetings.com source=architecture_doc_1_3,,toronto-and-region-conservation-authority-on,ca,ON,markham,yes,city
4863,gearhart-or-2026-07-10-jul-9-2026-pc-mtg,youtube,https://youtu.be/Hjtjt_XyzdI,youtu.be,"Gearhart, OR",,validated,us:place:4128450,"Gearhart, OR",municipality,registry,us_places.csv Gearhart city,,gearhart-or,us,OR,gearhart-or,no,city
4864,charlestown-in-2026-08-04-sanitary-sewer-board-meeting-july-13-2026,youtube,https://youtu.be/xkCTubX4AS0,youtu.be,"Charlestown, IN",,validated,us:place:1812124,"Charlestown (city), IN",municipality,registry,us_places.csv Charlestown city,,charlestown-city-in,us,IN,charlestown-in,no,city
4865,city-of-san-clemente-ca-2026-08-25-arts-and-culture-committee-meeting-august-24,youtube,https://www.youtube.com/watch?list=PL4oL7wx4Y4s7Id2wTXP3IdfvdipJuK4NX&v=vC9g4kK80gI,www.youtube.com,"City of San Clemente, CA",,validated,us:place:0665084,"San Clemente, CA",municipality,registry,us_places.csv San Clemente city,,san-clemente-ca,us,CA,san-clemente-ca,yes,city
4866,city-of-fruita-co-2026-08-26-fruita-city-council-meeting-august-18-2026,youtube,https://youtu.be/B1JT8t0btlQ,youtu.be,"City of Fruita, CO",,validated,us:place:0828745,"Fruita, CO",municipality,registry,us_places.csv Fruita city,,fruita-co,us,CO,fruita-co,yes,city
4867,frostburg-md-2026-08-18-mayor-and-council-meeting,youtube,https://www.youtube.com/embed/OW0s-8PK3cA?rel=0,www.youtube.com,"Frostburg, MD",,validated,us:place:2430900,"Frostburg, MD",municipality,registry,us_places.csv Frostburg city,,frostburg-md,us,MD,frostburg-md,no,city
4868,beaufort-county-sc-2026-08-26-aug-26-2026-town-of-bluffton-planning-commission,swagit,https://beaufortcountysc.new.swagit.com/videos/399292,beaufortcountysc.new.swagit.com,"Beaufort County, SC",,validated,us:county:45013,"Beaufort County, SC",county,registry,us_counties.csv Beaufort County,,beaufort-county-sc,us,SC,beaufort-county-sc,no,county
4869,clearlake-ca-2026-06-24-clearlake-planning-commission-meeting-june-23-2026,youtube,https://www.youtube.com/embed/mypUL1TM3YE?rel=0,www.youtube.com,"Clearlake, CA",,validated,us:place:0613945,"Clearlake, CA",municipality,registry,us_places.csv Clearlake city,,clearlake-ca,us,CA,clearlake-ca,no,city
4870,loxahatchee-groves-fl-2026-08-26-08-26-2026-special-magistrate-hearing,youtube,https://www.youtube.com/embed/qgcccyQVoh8?rel=0,www.youtube.com,"Loxahatchee Groves, FL",,validated,us:place:1241577,"Loxahatchee Groves, FL",municipality,registry,us_places.csv Loxahatchee Groves town,,loxahatchee-groves-fl,us,FL,loxahatchee-groves-fl,no,city
4871,lititz-pa-2026-04-29-april-2026-lititz-borough-council-meeting,youtube,https://youtu.be/MwH_EMQELY8,youtu.be,"Lititz, PA",,validated,us:place:4243816,"Lititz, PA",municipality,registry,us_places.csv Lititz borough,,lititz-pa,us,PA,lititz-pa,no,city
4872,champaign-il-2026-08-24-board-of-fire-and-police-commissioners-8-24-26-34d84a,cablecast,https://champaign.cablecast.tv/show/6000,champaign.cablecast.tv,"Champaign, IL",,validated,us:place:1712385,"Champaign (city), IL",municipality,registry,us_places.csv Champaign city,,champaign-city-il,us,IL,champaign-il,no,city
4873,corrales-nm-2026-06-11-june-9-2026-regular-council-meeting,youtube,https://youtu.be/zPJm-Xu4HEs?si=ulZIlRmG0UzopySJ,youtu.be,"Corrales, NM",,validated,us:place:3517960,"Corrales, NM",municipality,registry,us_places.csv Corrales village,,corrales-nm,us,NM,corrales-nm,no,city
4874,north-baltimore-oh-2026-08-19-special-council-meeting-august-18th-2026,youtube,https://www.youtube.com/embed/mAiy9XrdRxo?rel=0,www.youtube.com,"North Baltimore, OH",,validated,us:place:3956154,"North Baltimore, OH",municipality,registry,us_places.csv North Baltimore village,,north-baltimore-oh,us,OH,north-baltimore-oh,no,city
4875,hawthorne-nj-2026-06-24-council-meeting-june-17-2026,youtube,https://www.youtube.com/watch?v=dx-hiRHXXQU,www.youtube.com,"Hawthorne, NJ",,validated,us:place:3430570,"Hawthorne, NJ",municipality,registry,us_places.csv Hawthorne borough,,hawthorne-nj,us,NJ,hawthorne-nj,no,city
4876,loganville-ga-2026-08-27-planning-commission-meeting-8-27-2026,youtube,https://www.youtube.com/embed/mDEFfXPm3tc?rel=0,www.youtube.com,"Loganville, GA",,validated,us:place:1347196,"Loganville, GA",municipality,registry,us_places.csv Loganville city,,loganville-ga,us,GA,loganville-ga,no,city
4877,city-of-ventura-2026-08-24-8-24-26-director-s-hearing,youtube,https://www.youtube.com/watch?v=B4v--VTMH-I,www.youtube.com,City of Ventura,,validated,us:place:1980580,"Ventura, IA",municipality,registry,us_places.csv Ventura city,,ventura-ia,us,IA,ventura,yes,city
4878,pipestone-mn-2026-02-18-pipestone-city-council-meeting-2-17-2026,youtube,https://www.youtube.com/embed/xND9PFtIvQo?rel=0,www.youtube.com,"Pipestone, MN",,validated,us:place:2751388,"Pipestone, MN",municipality,registry,us_places.csv Pipestone city,,pipestone-mn,us,MN,pipestone-mn,no,city
4879,monroeville-pa-2026-07-16-municipality-of-monroeville-planning-commission-meetin,youtube,https://www.youtube.com/watch?v=wD8F6ht_j74,www.youtube.com,"Monroeville, PA",,validated,us:place:4250528,"Monroeville, PA",municipality,registry,us_places.csv Monroeville municipality,,monroeville-pa,us,PA,monroeville-pa,no,city
4880,city-of-buckley-2026-08-12-city-council-august-11-2026,youtube,https://www.youtube.com/watch?v=tQZ5faoP8Ks,www.youtube.com,City of Buckley,,validated,us:place:5308570,"Buckley, WA",municipality,registry,us_places.csv Buckley city,,buckley-wa,us,WA,buckley,yes,city
4881,upper-marlboro-md-2026-07-28-july-special-town-meeting-tuesday-july-14-2026-7-pm,youtube,https://www.youtube.com/embed/l9kjWOGycoM?rel=0,www.youtube.com,"Upper Marlboro, MD",,validated,us:place:2479875,"Upper Marlboro, MD",municipality,registry,us_places.csv Upper Marlboro town,,upper-marlboro-md,us,MD,upper-marlboro-md,no,city
4882,brighton-2026-08-20-council-and-planning-meeting-20-aug-2026,youtube,https://brighton.civicweb.net/Portal/MeetingInformation.aspx?Id=1562,brighton.civicweb.net,Brighton,,validated,,Brighton,other,unresolved,no state for 'Brighton',,brighton,us,,brighton,no,city
4883,city-of-fountain-inn-sc-2021-05-06-may-6-2021-budget-work-session,youtube,https://www.youtube.com/watch?v=CeP30mT1730,www.youtube.com,"City of Fountain Inn, SC",,validated,us:place:4527070,"Fountain Inn, SC",municipality,registry,us_places.csv Fountain Inn city,,fountain-inn-sc,us,SC,fountain-inn-sc,yes,city
4884,city-of-saginaw-mi-2025-12-02-saginaw-mi-city-council-december-1-2025,youtube,https://www.youtube.com/watch?v=5_NMYokiUZw,www.youtube.com,"City of Saginaw, MI",,validated,us:place:2670520,"Saginaw, MI",municipality,registry,us_places.csv Saginaw city,,saginaw-mi,us,MI,saginaw-mi,yes,city
4885,village-of-cross-plains-wi-2026-08-25-08-24-2026-village-board-meeting,youtube,https://youtu.be/0tvxsQeghBg,youtu.be,"Village of Cross Plains, WI",,validated,us:place:5517775,"Cross Plains (village), WI",municipality,registry,us_places.csv Cross Plains village,,cross-plains-village-wi,us,WI,village-of-cross-plains-wi,yes,city
4886,eatonville-fl-2026-08-04-town-of-eatonville-council-meeting-8-4-2026,youtube,https://www.youtube.com/embed/G3QG6YHLAMk?rel=0,www.youtube.com,"Eatonville, FL",,validated,us:place:1219650,"Eatonville, FL",municipality,registry,us_places.csv Eatonville town,,eatonville-fl,us,FL,eatonville-fl,no,city
4887,city-of-columbia-falls-mt-2026-08-18-august-17-2026-council-meeting,youtube,https://youtu.be/Yx8gO49WkXA,youtu.be,"City of Columbia Falls, MT",,validated,us:place:3016600,"Columbia Falls, MT",municipality,registry,us_places.csv Columbia Falls city,,columbia-falls-mt,us,MT,columbia-falls-mt,yes,city
4888,city-of-wichita-ks-2026-08-28-city-council-meeting-august-25-2026,youtube,https://youtu.be/W4UpO0ef7YM,youtu.be,"City of Wichita, KS",,validated,us:place:2079000,"Wichita, KS",municipality,registry,us_places.csv Wichita city,,wichita-ks,us,KS,wichita-ks,yes,city
4889,hendersonville-nc-2026-08-26-august-26-2026-hendersonville-city-council-meeting,youtube,https://www.youtube.com/embed/zZdsVSvQ0oI?rel=0,www.youtube.com,"Hendersonville, NC",,validated,us:place:3730720,"Hendersonville, NC",municipality,registry,us_places.csv Hendersonville city,,hendersonville-nc,us,NC,hendersonville-nc,no,city
4890,sunbury-oh-2026-08-05-parks-and-recreation-meeting-08-05-2026,youtube,https://www.youtube.com/watch?v=5vLv1BSFeU8,www.youtube.com,"Sunbury, OH",,validated,us:place:3975602,"Sunbury, OH",municipality,registry,us_places.csv Sunbury city,,sunbury-oh,us,OH,sunbury-oh,no,city
4891,seaside-or-2026-07-27-07-27-2026-seaside-city-council-work-session-meeting,youtube,https://www.youtube.com/live/Jl_S2IjjnZ4?si=aK1wKeVdJnlvySKb,www.youtube.com,"Seaside, OR",,validated,us:place:4165950,"Seaside, OR",municipality,registry,us_places.csv Seaside city,,seaside-or,us,OR,seaside-or,no,city
4892,town-of-blowing-rock-nc-2026-08-28-special-called-town-council-meeting-friday-au,youtube,https://www.youtube.com/live/PWFFMh_984c?si=2t7QmBMkBHeD4kgr,www.youtube.com,"Town of Blowing Rock, NC",,validated,us:place:3706500,"Blowing Rock, NC",municipality,registry,us_places.csv Blowing Rock town,,blowing-rock-nc,us,NC,town-of-blowing-rock-nc,yes,city
4893,city-of-fair-oaks-ranch-tx-2025-12-05-december-4-2025-city-of-fair-oaks-ranch-re,youtube,https://www.youtube.com/live/I_LgBP8QEck?si=FPA6mJ2SluJMCgya,www.youtube.com,"City of Fair Oaks Ranch, TX",,validated,us:place:4825168,"Fair Oaks Ranch, TX",municipality,registry,us_places.csv Fair Oaks Ranch city,,fair-oaks-ranch-tx,us,TX,fair-oaks-ranch-tx,yes,city
4894,north-wilkesboro-nc-2026-06-29-board-of-commissioners-meeting-june-25,youtube,https://youtu.be/Bbm1kdhw_Js,youtu.be,"North Wilkesboro, NC",,validated,us:place:3747880,"North Wilkesboro, NC",municipality,registry,us_places.csv North Wilkesboro town,,north-wilkesboro-nc,us,NC,north-wilkesboro-nc,no,city
4895,columbus-wi-2026-08-21-columbus-wi-utility-commission-meeting-from-8-20-2026,youtube,https://www.youtube.com/embed/wMjcf5mDGA0?rel=0,www.youtube.com,"Columbus, WI",,validated,us:place:5516450,"Columbus (city), WI",municipality,registry,us_places.csv Columbus city,,columbus-city-wi,us,WI,columbus-wi,no,city
4896,brainerd-mn-2023-07-19-city-of-brainerd-planning-commission-7-19-2023,youtube,https://www.youtube.com/watch?v=jcFF6kXFJI4,www.youtube.com,"Brainerd, MN",,validated,us:place:2707300,"Brainerd, MN",municipality,registry,us_places.csv Brainerd city,,brainerd-mn,us,MN,brainerd-mn,no,city
4897,los-angeles-county-ca-2026-08-26-regional-planning-commission-hearing-08-26-26-a,granicus,https://lacdrp.granicus.com/MediaPlayer.php?clip_id=2246&view_id=1,lacdrp.granicus.com,"Los Angeles County, CA",Los Angeles Regional Planning Commission View,validated,us:county:06037,"Los Angeles County, CA",county,registry,us_counties.csv Los Angeles County,,los-angeles-county-ca,us,CA,los-angeles-county-ca,no,county
4898,eustis-fl-2026-08-20-regular-city-commission-meeting-20-august-2026,youtube,https://www.youtube.com/embed/oQxKW_fAr8o?rel=0,www.youtube.com,"Eustis, FL",,validated,us:place:1221350,"Eustis, FL",municipality,registry,us_places.csv Eustis city,,eustis-fl,us,FL,eustis-fl,no,city
4899,city-of-crestview-2020-01-28-city-council-meeting,youtube,https://youtu.be/1YQk7Xy7Hhk,youtu.be,City of Crestview,,validated,,City of Crestview,municipality,unresolved,no state for 'City of Crestview',,city-of-crestview,us,,crestview,yes,city
4900,borough-of-roseland-nj-2026-08-11-borough-council-meeting-august-11-2026,youtube,https://www.youtube.com/live/cKnVg1qCNgk?si=-iF-s6ytMQAj4keu,www.youtube.com,"Borough of Roseland, NJ",,validated,us:place:3464590,"Roseland, NJ",municipality,registry,us_places.csv Roseland borough,,roseland-nj,us,NJ,borough-of-roseland-nj,yes,city
4901,st-james-mn-2026-08-18-council-meeting-8-18-2026,youtube,https://www.youtube.com/embed/5z7-974UI4M?rel=0,www.youtube.com,"St James, MN",,validated,us:place:2757040,"St. James (city), MN",municipality,registry,us:place:2757040 St. James city matched with spacing ignored,,st-james-city-mn,us,MN,st-james-mn,no,city
4902,clinton-2026-08-03-council-meeting-08-03-26,youtube,https://www.youtube.com/watch?v=xbr5XhABFew,www.youtube.com,Clinton,,validated,,Clinton,other,unresolved,no state for 'Clinton',,clinton,us,,clinton,no,city
