tenant_host,match,gov_id,strength,source,evidence
www.youtube.com,uoUpmqnJW9A,us:place:3914184,fallback,wo171_localview,"Chillicothe city, OH -- WO-171 LocalView, title: 'Chillicothe Ohio City Council Meeting 03-08-2010 Part 5'"
www.youtube.com,urHz3VISUvM,us:county:51059,fallback,wo149_county_ladder_sweep,"Fairfax County, VA -- WO-134 confirmed hit, gov_id=us:county:51059"
www.youtube.com,utKFTIrxl2U,us:county:45025,fallback,wo147_access_ladder_sweep,"Chesterfield County -- WO-147 tier-3 pending, gov_id=us:county:45025"
www.youtube.com,uvlZvirdfuU,us:place:0169120,fallback,wo171_localview,"Selma city, AL -- WO-171 LocalView, title: '07 16 2021 Selma City Council special call meeting'"
www.youtube.com,uyg0A1TnPss,us:place:4228960,fallback,ryan_stated,"Gettysburg, PA -- video on shared CommunityMedia PA channel @CommunityMediaPA; title 'Gettysburg Borough Council Meeting - 06/08/2026' (conductor 2026-09-10; Ryan: nothing keys to a shared host without a channel/playlist/video match)"
www.youtube.com,v-Fr_L7dc0M,us:place:1666340,fallback,wo147_access_ladder_sweep,"Rathdrum city -- WO-134 confirmed hit, gov_id=us:place:1666340"
www.youtube.com,v0TOpJIeAPc,us:place:0610928,fallback,wo171_localview,"Canyon Lake city, CA -- WO-171 LocalView, title: 'February 17, 2026 City Council Meeting'"
www.youtube.com,v6SgCZWsqD8,us:cousub:2502117405,fallback,wo171_localview,"Dover town, MA -- WO-171 LocalView, title: 'Sherborn Planning Board  of Appeals Meeting October 17, 2025'"
www.youtube.com,v6qCXNv1xzw,us:place:4286968,fallback,wo171_localview,"Yeadon borough, PA -- WO-171 LocalView, title: 'Yeadon Council Meeting 8 20 09 part 5'"
www.youtube.com,vEYcAon81TU,us:place:0908000,fallback,wo129_confirmed_hits,"Bridgeport city -- WO-134 confirmed hit, gov_id=us:place:0908000"
www.youtube.com,vQ1refIODXc,us:cousub:0911032640,fallback,wo145_api_first_sweep,"coverage registry row us:cousub:0911032640 (Granby town, CT); hub ; meeting found via youtube at https://youtu.be/vQ1refIODXc"
www.youtube.com,vUmOyDFBnVU,us:place:2483100,fallback,ryan_stated,"Westminster, MD (YouTube channel @CityofWestminsterMD) -- us_places.csv Westminster city"
www.youtube.com,vWvb9rC0yc4,us:county:27115,fallback,wo149_county_ladder_sweep,"Pine County, MN -- WO-134 confirmed hit, gov_id=us:county:27115"
www.youtube.com,v_c76ek4E8g,us:place:4123850,fallback,wo171_localview,"Eugene city, OR -- WO-171 LocalView, title: 'City Council Public Hearing: November 17, 2025'"
www.youtube.com,vceRjL8OKw8,us:county:13299,fallback,wo149_county_ladder_sweep,"Ware County, GA -- WO-134 confirmed hit, gov_id=us:county:13299"
www.youtube.com,vcvdh7siw6Y,us:place:0654386,fallback,wo171_localview,"Oroville city, CA -- WO-171 LocalView, title: '02.10.2026 Art Commission Regular Meeting'"
www.youtube.com,vdZAPGRzZWY,us:place:0604982,fallback,wo171_localview,"Bellflower city, CA -- WO-171 LocalView, title: 'Bellflower City Council Regular Meeting February 23, 2026'"
www.youtube.com,vkLLOwbXZuo,us:place:0135800,fallback,wo171_localview,"Homewood city, AL -- WO-171 LocalView, title: 'Pre-Council - March 9, 2026 - 5pm'"
www.youtube.com,vpyf_aYi2fU,us:county:51035,fallback,wo149_county_ladder_sweep,"Carroll County, VA -- WO-134 confirmed hit, gov_id=us:county:51035"
www.youtube.com,vsVPwF22qLk,us:place:2020000,fallback,wo171_localview,"Edwardsville city, KS -- WO-171 LocalView, title: 'Edwardsville City Council Meeting 3/9/2026'"
www.youtube.com,vwlxhygSHzI,us:place:3665508,fallback,ryan_stated,"Schenectady, NY -- video on shared OPEN STAGE MEDIA channel @OPENSTAGEMEDIA; title 'Schenectady City Council Committee Meeting' (conductor 2026-09-10; Ryan: nothing keys to a shared host without a channel/playlist/video match)"
www.youtube.com,vwtz62PS9Hg,us:county:55095,fallback,wo149_county_ladder_sweep,"Polk County, WI -- WO-134 confirmed hit, gov_id=us:county:55095"
www.youtube.com,vxKXZPDfdHQ,us:place:0664224,fallback,wo175_localview_recheck,"Salinas city -- WO-175 LocalView recheck, gov_id=us:place:0664224, title='09.01.26 Finance Committee Meeting of September 1, 2026'"
www.youtube.com,w2JcBrWrLyA,us:place:3543930,fallback,wo148_headless_sweep,"Los Ranchos de Albuquerque village -- WO-134 confirmed hit, gov_id=us:place:3543930"
www.youtube.com,wAywGBmupho,us:county:27001,fallback,wo149_county_ladder_sweep,"Aitkin County, MN -- WO-134 confirmed hit, gov_id=us:county:27001"
www.youtube.com,wFHNUZKjg04,us:county:22091,fallback,wo149_county_ladder_sweep,"St. Helena Parish, LA -- WO-134 confirmed hit, gov_id=us:county:22091"
www.youtube.com,wK44QLRuNCw,us:county:18183,fallback,wo149_county_ladder_sweep,"Whitley County, IN -- WO-134 confirmed hit, gov_id=us:county:18183"
www.youtube.com,wPfGkmjJyec,us:place:0670224,fallback,wo147_access_ladder_sweep,"Santee city -- WO-147 tier-3 pending, gov_id=us:place:0670224"
www.youtube.com,wPwtSAKPYW4,us:place:5377105,fallback,ryan_stated,"Wenatchee, WA -- Ryan 2026-09-10: keep, close enough to on-mission (WO-147 held title / WO-150 Cornelius town channel); queued to tier 3 after probe accept"
www.youtube.com,wQaL-QSoAu0,us:place:4223584,fallback,wo127_civicplus_pipeline,"Emmaus borough, PA -- WO-127: resolved via this government's own CivicPlus AgendaCenter page (coverage_registry.csv gov_id, population>=5000, non-county), queued tier3-video-only 2026-09-09"
www.youtube.com,wSpKsmw_pEk,us:place:3903828,fallback,wo171_localview,"Barberton city, OH -- WO-171 LocalView, title: 'Barberton City Council July 23, 2018'"
www.youtube.com,wU_S6PwzS8I,us:county:35053,fallback,wo149_county_ladder_sweep,"Socorro County, NM -- WO-134 confirmed hit, gov_id=us:county:35053"
www.youtube.com,wVu1p0LpEJc,us:place:2806220,fallback,wo171_localview,"Biloxi city, MS -- WO-171 LocalView, title: 'Special Called meeting July 1, 2025'"
www.youtube.com,wZ7xv-u_56w,us:place:4831328,fallback,wo171_localview,"Groves city, TX -- WO-171 LocalView, title: 'Groves City Council Meeting July 14, 2025 '"
www.youtube.com,wa9K_eWNt3Y,us:place:3755900,fallback,wo171_localview,"Reidsville city, NC -- WO-171 LocalView, title: 'February 18, 2026 Reidsville Planning Board Meeting'"
www.youtube.com,wcEZMEjlfuQ,us:place:3418400,fallback,wo171_localview,"Dumont borough, NJ -- WO-171 LocalView, title: '2012-01-02 Inauguration of newly elected Mayor and Council Members'"
www.youtube.com,wdjOWGKSD0o,us:county:22099,fallback,wo147_access_ladder_sweep,"St. Martin Parish -- WO-147 tier-3 pending, gov_id=us:county:22099"
www.youtube.com,wesnaWK56no,us:county:35045,fallback,wo149_county_ladder_sweep,"San Juan County, NM -- WO-134 confirmed hit, gov_id=us:county:35045"
www.youtube.com,wkC6oLYWSAw,us:county:34033,fallback,wo149_county_ladder_sweep,"Salem County, NJ -- WO-134 confirmed hit, gov_id=us:county:34033"
www.youtube.com,wnTQtEYWTfA,ca:csd:3531011,fallback,wo129_confirmed_hits,"Stratford -- WO-134 confirmed hit, gov_id=ca:csd:3531011"
www.youtube.com,wta-sJ6TbFk,us:place:2581005,fallback,wo171_localview,"Winthrop Town city, MA -- WO-171 LocalView, title: 'Winthrop Town Council Meeting - January 6, 2026'"
www.youtube.com,wtdbR1wQZXA,us:county:13227,fallback,wo171_localview,"Pickens County, GA -- WO-171 LocalView, title: 'Town of Talking Rock Council | March 5, 2026'"
www.youtube.com,wvb17rmcMxA,us:place:1842426,fallback,wo129_confirmed_hits,"Lawrence city -- WO-134 confirmed hit, gov_id=us:place:1842426"
www.youtube.com,x1Fdjp9tIlI,us:county:42011,fallback,wo149_county_ladder_sweep,"Berks County, PA -- WO-134 confirmed hit, gov_id=us:county:42011"
www.youtube.com,xC4ICFWd9E4,us:county:21023,fallback,wo147_access_ladder_sweep,"Bracken County -- WO-134 confirmed hit, gov_id=us:county:21023"
www.youtube.com,xJjb8c6seqk,us:county:21209,fallback,wo149_county_ladder_sweep,"Scott County, KY -- WO-134 confirmed hit, gov_id=us:county:21209"
www.youtube.com,xLLndcvtV0c,us:place:1901135,fallback,wo129_confirmed_hits,"Algona city -- WO-134 confirmed hit, gov_id=us:place:1901135"
www.youtube.com,xSpWnjUr5fc,us:place:1982425,fallback,wo171_localview,"Waterloo city, IA -- WO-171 LocalView, title: 'City of Waterloo Finance Committee Meeting - Monday, March 2, 2026'"
www.youtube.com,xdPfLRhCunU,us:place:4141650,fallback,ryan_stated,"Lebanon, OR (YouTube channel @CityofLebanonOR) -- us_places.csv Lebanon city"
www.youtube.com,xiBQFyvKIeM,us:county:41033,fallback,wo149_county_ladder_sweep,"Josephine County, OR -- WO-134 confirmed hit, gov_id=us:county:41033"
www.youtube.com,xlQ5fBUqydg,us:county:45071,fallback,wo149_county_ladder_sweep,"Newberry County, SC -- WO-134 confirmed hit, gov_id=us:county:45071"
www.youtube.com,xsFR4ADdnk0,us:county:21093,fallback,wo174_agendacenter_probe,"coverage registry row us:county:21093 (Hardin County, KY); hub https://hardincountyky.gov/AgendaCenter; meeting found via youtube at https://www.youtube.com/live/xsFR4ADdnk0?si=WeZ4RgzXNI044Mxz"
www.youtube.com,xtQI1m42tek,us:place:3953550,fallback,wo171_localview,"Napoleon city, OH -- WO-171 LocalView, title: 'City Council Meeting March 2, 2026 | Napoleon, Ohio'"
www.youtube.com,xwufsk4qoaA,us:place:2112160,fallback,wo148_headless_sweep,"Campbellsville city -- WO-134 confirmed hit, gov_id=us:place:2112160"
www.youtube.com,xxIkBEGAEI8,us:place:4916270,fallback,ryan_stated,"Cottonwood Heights, UT -- Ryan 2026-09-10: keep, close enough to on-mission (WO-147 held title / WO-150 Cornelius town channel); queued to tier 3 after probe accept"
www.youtube.com,y7QV3wuZ8Js,us:place:2737556,fallback,wo171_localview,"Little Falls city, MN -- WO-171 LocalView, title: 'City Council Special Work Session Meeting - March 2, 2026'"
www.youtube.com,y7UgbEx1vnA,us:county:19033,fallback,wo149_county_ladder_sweep,"Cerro Gordo County, IA -- WO-134 confirmed hit, gov_id=us:county:19033"
www.youtube.com,yHhViY8F5Gw,us:place:1750530,fallback,wo171_localview,"Morrison city, IL -- WO-171 LocalView, title: 'April 22, 2013 Morrison, IL City Council Meeting'"
www.youtube.com,yJUQ9UHusRM,us:place:4856384,fallback,wo171_localview,"Pearsall city, TX -- WO-171 LocalView, title: 'Pearsall City Council Meeting 02/11/2014'"
www.youtube.com,yN210mZ-8qw,us:place:4414140,fallback,wo171_localview,"Central Falls city, RI -- WO-171 LocalView, title: 'Central Falls City Council Meeting June 5 2018'"
www.youtube.com,ySLhxgdhJ0I,us:place:3144420,fallback,wo171_localview,"Seward city, NE -- WO-171 LocalView, title: 'February 3, 2026 Seward City Council Meeting Part 1'"
www.youtube.com,yVAfmCazWXs,us:place:2715832,fallback,wo171_localview,"Detroit Lakes city, MN -- WO-171 LocalView, title: 'Detroit Lakes Planning Commission - February 26, 2026'"
www.youtube.com,yabkFfZjv18,us:place:3629542,fallback,wo147_access_ladder_sweep,"Goshen village -- WO-134 confirmed hit, gov_id=us:place:3629542"
www.youtube.com,ycAtSoDme9U,us:place:0673108,fallback,wo171_localview,"South Lake Tahoe city, CA -- WO-171 LocalView, title: 'March 20, 2012 City of South Lake Tahoe City Council Meeting'"
www.youtube.com,yhL8JgAqcFw,us:place:3709530,fallback,wo171_localview,"Cajah's Mountain town, NC -- WO-171 LocalView, title: ""Cajah's Mountain Town Council Meeting"""
www.youtube.com,youtube:-AnHmoaZJ3E,us:county:45007,fallback,wo184_ingest_found,"Anderson County -- WO-134 confirmed hit, gov_id=us:county:45007"
www.youtube.com,youtube:-HIzCCu9-7c,us:place:5527300,fallback,wo139_confirmed_hits,"Franklin city -- WO-134 confirmed hit, gov_id=us:place:5527300"
www.youtube.com,youtube:-VK_LI1qqe8,us:cousub:3608755211,fallback,wo179_family_scale,"Orangetown town, NY -- WO-134 confirmed hit, gov_id=us:cousub:3608755211"
www.youtube.com,youtube:-aeEVKkNfh0,us:place:0668224,fallback,wo150_muni_ladder_sweep,"San Marino city -- WO-150 muni ladder sweep, gov_id=us:place:0668224"
www.youtube.com,youtube:-bTMnu07w7U,us:place:0631414,fallback,wo181_ingest_found,"Guadalupe city -- WO-134 confirmed hit, gov_id=us:place:0631414"
www.youtube.com,youtube:-tMAHPae9JQ,us:county:19189,fallback,wo147_access_ladder_sweep,"Winnebago County -- WO-134 confirmed hit, gov_id=us:county:19189"
www.youtube.com,youtube:-y9fLpM7DPs,us:place:1766950,fallback,wo179_family_scale,"St. Joseph village, IL -- WO-134 confirmed hit, gov_id=us:place:1766950"
www.youtube.com,youtube:0E62mjw6hZM,us:place:2925192,fallback,wo179_family_scale,"Forsyth city, MO -- WO-134 confirmed hit, gov_id=us:place:2925192"
www.youtube.com,youtube:0FU_UvxUH4A,us:place:4159000,fallback,wo139_confirmed_hits,"Portland city -- WO-134 confirmed hit, gov_id=us:place:4159000"
www.youtube.com,youtube:0cIQ0lLQ7VQ,us:place:4233112,fallback,wo152_dead_domain_recheck,"Hatfield borough -- WO-134 confirmed hit, gov_id=us:place:4233112"
www.youtube.com,youtube:0msj4aPObT8,us:place:1825450,fallback,wo181_ingest_found,"Franklin city -- WO-134 confirmed hit, gov_id=us:place:1825450"
www.youtube.com,youtube:1-fJ-0X5eqI,us:county:49021,fallback,wo184_ingest_found,"Iron County -- WO-134 confirmed hit, gov_id=us:county:49021"
www.youtube.com,youtube:16IZVw2bPeM,us:county:18085,fallback,wo179_family_scale,"Kosciusko County, IN -- WO-134 confirmed hit, gov_id=us:county:18085"
www.youtube.com,youtube:19uWchEOe1w,us:place:1711332,fallback,wo147_access_ladder_sweep,"Carol Stream village -- WO-147 tier-3 pending, gov_id=us:place:1711332"
www.youtube.com,youtube:1I9YM4QDlJU,us:cousub:2609331860,fallback,wo152_dead_domain_recheck,"Genoa township -- WO-134 confirmed hit, gov_id=us:cousub:2609331860"
www.youtube.com,youtube:1O0tvzd2Wjw,us:place:3436000,fallback,wo139_confirmed_hits,"Jersey City city -- WO-134 confirmed hit, gov_id=us:place:3436000"
www.youtube.com,youtube:1eeyITPL75I,us:county:24043,fallback,wo147_access_ladder_sweep,"Washington County -- WO-147 tier-3 pending, gov_id=us:county:24043"
www.youtube.com,youtube:1s9vw8DXQzk,us:place:1226250,fallback,wo179_family_scale,"Golden Beach town, FL -- WO-134 confirmed hit, gov_id=us:place:1226250"
www.youtube.com,youtube:2CI6IFcE9I8,us:cousub:0911005910,fallback,wo179_family_scale,"Bloomfield town, CT -- WO-134 confirmed hit, gov_id=us:cousub:0911005910"
www.youtube.com,youtube:2Gs8s7qJxjI,us:county:20115,fallback,wo170_mislabelled_queued,"Marion County, Kansas -- WO-134 confirmed hit, gov_id=us:county:20115"
www.youtube.com,youtube:2eM5gAROuUA,us:cousub:1719717536,fallback,wo179_family_scale,"Crete township, IL -- WO-134 confirmed hit, gov_id=us:cousub:1719717536"
www.youtube.com,youtube:2rfdYf8kUus,us:cousub:5002713675,fallback,wo179_family_scale,"Chester town, VT -- WO-134 confirmed hit, gov_id=us:cousub:5002713675"
www.youtube.com,youtube:32QIE_RB3Ag,us:county:17143,fallback,wo170_mislabelled_queued,"Peoria County, Illinois -- WO-134 confirmed hit, gov_id=us:county:17143"
www.youtube.com,youtube:37ucDsYZ0fw,us:place:5577975,fallback,wo139_confirmed_hits,"Suamico village -- WO-134 confirmed hit, gov_id=us:place:5577975"
www.youtube.com,youtube:3DsLWeKDw7s,us:place:2464000,fallback,wo179_family_scale,"Princess Anne town, MD -- WO-134 confirmed hit, gov_id=us:place:2464000"
www.youtube.com,youtube:3M3rTrscyAk,us:cousub:3608358805,fallback,wo179_family_scale,"Poestenkill town, NY -- WO-134 confirmed hit, gov_id=us:cousub:3608358805"
www.youtube.com,youtube:3QMg2tenXEg,us:county:19049,fallback,wo170_mislabelled_queued,"Dallas County, Iowa -- WO-134 confirmed hit, gov_id=us:county:19049"
www.youtube.com,youtube:3VsPvUpHeDg,us:cousub:3607119961,fallback,wo152_dead_domain_recheck,"Deerpark town -- WO-134 confirmed hit, gov_id=us:cousub:3607119961"
www.youtube.com,youtube:3W8U18w_pBo,us:place:2851000,fallback,wo148_headless_sweep,"New Albany city -- WO-134 confirmed hit, gov_id=us:place:2851000"
www.youtube.com,youtube:3dt0KCbIdqk,us:place:5485972,fallback,wo152_dead_domain_recheck,"Weston city -- WO-134 confirmed hit, gov_id=us:place:5485972"
www.youtube.com,youtube:3ike8lKixCI,us:place:0667042,fallback,wo147_access_ladder_sweep,"San Gabriel city -- WO-147 tier-3 pending, gov_id=us:place:0667042"
www.youtube.com,youtube:3jBmAbkdVUc,us:county:51171,fallback,wo170_mislabelled_queued,"Shenandoah County, Virginia -- WO-134 confirmed hit, gov_id=us:county:51171"
www.youtube.com,youtube:3yfnP8hxfXc,us:place:2323200,fallback,wo148_headless_sweep,"Ellsworth city -- WO-134 confirmed hit, gov_id=us:place:2323200"
www.youtube.com,youtube:4aNPoWleRGc,us:place:4935120,fallback,wo147_access_ladder_sweep,"Hideout town -- WO-134 confirmed hit, gov_id=us:place:4935120"
www.youtube.com,youtube:4edGg1BGns8,us:place:2601660,fallback,wo147_access_ladder_sweep,"Almont village -- WO-134 confirmed hit, gov_id=us:place:2601660"
www.youtube.com,youtube:4gxjkNLKfEs,us:cousub:0919050580,fallback,wo152_dead_domain_recheck,"New Canaan town -- WO-134 confirmed hit, gov_id=us:cousub:0919050580"
www.youtube.com,youtube:4t3Yxbo6G3o,us:cousub:2501705070,fallback,wo179_family_scale,"Belmont town, MA -- WO-134 confirmed hit, gov_id=us:cousub:2501705070"
www.youtube.com,youtube:4vl9l6MWEuw,us:county:42065,fallback,wo147_access_ladder_sweep,"Jefferson County -- WO-147 tier-3 pending, gov_id=us:county:42065"
www.youtube.com,youtube:4vl9l6MWEuw,us:county:42065,fallback,wo179_family_scale,"Jefferson County, PA -- WO-134 confirmed hit, gov_id=us:county:42065"
www.youtube.com,youtube:5A5npIugY5A,us:cousub:1704349451,fallback,wo179_family_scale,"Milton township, IL -- WO-134 confirmed hit, gov_id=us:cousub:1704349451"
www.youtube.com,youtube:5IoXmnqr72Y,us:place:4227552,fallback,wo179_family_scale,"Franklin Park borough, PA -- WO-134 confirmed hit, gov_id=us:place:4227552"
www.youtube.com,youtube:5MFt3ZLRHXY,us:place:1357456,fallback,wo179_family_scale,"Oconee city, GA -- WO-134 confirmed hit, gov_id=us:place:1357456"
www.youtube.com,youtube:5REFKRj1I14,ca:csd:4810066,fallback,wo179_family_scale,"Bruderheim, AB -- WO-134 confirmed hit, gov_id=ca:csd:4810066"
www.youtube.com,youtube:5VvK60rXWT0,us:place:4128000,fallback,wo179_family_scale,"Garibaldi city, OR -- WO-134 confirmed hit, gov_id=us:place:4128000"
www.youtube.com,youtube:5bkcWNa_G9c,us:place:4157500,fallback,wo179_family_scale,"Phoenix city, OR -- WO-134 confirmed hit, gov_id=us:place:4157500"
www.youtube.com,youtube:5n6lCWoUBbE,us:cousub:2614743160,fallback,wo179_family_scale,"Kimball township, MI -- WO-134 confirmed hit, gov_id=us:cousub:2614743160"
www.youtube.com,youtube:5oQSsnoa45U,us:place:0124184,fallback,wo139_confirmed_hits,"Enterprise city -- WO-134 confirmed hit, gov_id=us:place:0124184"
www.youtube.com,youtube:5zIPeTgbpus,us:place:2062700,fallback,wo139_confirmed_hits,"Salina city -- WO-134 confirmed hit, gov_id=us:place:2062700"
www.youtube.com,youtube:5zkMVYVkEJQ,us:cousub:2609339560,fallback,wo152_dead_domain_recheck,"Howell township -- WO-134 confirmed hit, gov_id=us:cousub:2609339560"
www.youtube.com,youtube:68dBKVvtRuE,us:place:4564712,fallback,wo152_dead_domain_recheck,"Seabrook Island town -- WO-134 confirmed hit, gov_id=us:place:4564712"
www.youtube.com,youtube:6RhNBl6-k-s,us:place:4548535,fallback,wo170_mislabelled_queued,"Mount Pleasant town, South Carolina -- WO-134 confirmed hit, gov_id=us:place:4548535"
www.youtube.com,youtube:6SbB-8aNooI,us:place:3765900,fallback,wo152_dead_domain_recheck,"Sunset Beach town -- WO-134 confirmed hit, gov_id=us:place:3765900"
www.youtube.com,youtube:6cUNsQUJUag,us:cousub:2616189160,fallback,wo152_dead_domain_recheck,"Ypsilanti charter township -- WO-134 confirmed hit, gov_id=us:cousub:2616189160"
www.youtube.com,youtube:6ckVEf9jcHg,us:county:17007,fallback,wo184_ingest_found,"Boone County -- WO-134 confirmed hit, gov_id=us:county:17007"
www.youtube.com,youtube:7DHEHg9r3ek,us:cousub:3601965717,fallback,wo179_family_scale,"Schuyler Falls town, NY -- WO-134 confirmed hit, gov_id=us:cousub:3601965717"
www.youtube.com,youtube:7WUlvM0rxOE,us:place:3944912,fallback,wo179_family_scale,"Lordstown village, OH -- WO-134 confirmed hit, gov_id=us:place:3944912"
www.youtube.com,youtube:7eEOZF_kfGA,us:cousub:3401905650,fallback,wo152_dead_domain_recheck,"Bethlehem township -- WO-134 confirmed hit, gov_id=us:cousub:3401905650"
www.youtube.com,youtube:7wCeOTdyvdc,us:cousub:2502737420,fallback,wo179_family_scale,"Lunenburg town, MA -- WO-134 confirmed hit, gov_id=us:cousub:2502737420"
www.youtube.com,youtube:8272Up1gOFs,us:place:3770380,fallback,wo179_family_scale,"Wadesboro town, NC -- WO-134 confirmed hit, gov_id=us:place:3770380"
www.youtube.com,youtube:86iOAWNZRzY,us:county:34025,fallback,wo184_ingest_found,"Monmouth County -- WO-134 confirmed hit, gov_id=us:county:34025"
www.youtube.com,youtube:8G-BeTnPYC0,us:place:1724816,fallback,wo179_family_scale,"Fairfield city, IL -- WO-134 confirmed hit, gov_id=us:place:1724816"
www.youtube.com,youtube:8JbllUU4Ajg,us:place:4172600,fallback,wo179_family_scale,"Tangent city, OR -- WO-134 confirmed hit, gov_id=us:place:4172600"
www.youtube.com,youtube:8gR_xahCwkM,us:county:20037,fallback,wo170_mislabelled_queued,"Crawford County, Kansas -- WO-134 confirmed hit, gov_id=us:county:20037"
www.youtube.com,youtube:8uwMIZMO2vw,us:place:3926306,fallback,wo152_dead_domain_recheck,"Fairport Harbor village -- WO-134 confirmed hit, gov_id=us:place:3926306"
www.youtube.com,youtube:9-nX_z9XBKo,ca:csd:4818015,fallback,wo179_family_scale,"Greenview No. 16, AB -- WO-134 confirmed hit, gov_id=ca:csd:4818015"
www.youtube.com,youtube:91loGYP6drE,us:cousub:3401343800,fallback,wo152_dead_domain_recheck,"Maplewood township -- WO-134 confirmed hit, gov_id=us:cousub:3401343800"
www.youtube.com,youtube:9EZS9uMB9q8,ca:csd:3548021,fallback,wo179_family_scale,"Mattawa, ON -- WO-134 confirmed hit, gov_id=ca:csd:3548021"
www.youtube.com,youtube:9LhmqHf5oAg,us:place:2914572,fallback,wo147_access_ladder_sweep,"Clayton city -- WO-134 confirmed hit, gov_id=us:place:2914572"
www.youtube.com,youtube:9SU--kwmqgY,us:county:36089,fallback,wo179_family_scale,"St. Lawrence County, NY -- WO-134 confirmed hit, gov_id=us:county:36089"
www.youtube.com,youtube:9WQIYi6WTUw,ca:csd:3558059,fallback,wo179_family_scale,"Marathon, ON -- WO-134 confirmed hit, gov_id=ca:csd:3558059"
www.youtube.com,youtube:9b4SYZKk3Uc,us:cousub:4204503336,fallback,wo179_family_scale,"Aston township, PA -- WO-134 confirmed hit, gov_id=us:cousub:4204503336"
www.youtube.com,youtube:9bvaMRY0e24,us:place:2962912,fallback,wo150_muni_ladder_sweep,"Rolla city -- WO-150 muni ladder sweep, gov_id=us:place:2962912"
www.youtube.com,youtube:9jSn1NH26uo,us:place:5632435,fallback,wo152_dead_domain_recheck,"Glenrock town -- WO-134 confirmed hit, gov_id=us:place:5632435"
www.youtube.com,youtube:9jYnDktA4l8,ca:csd:4811066,fallback,wo179_family_scale,"Bon Accord, AB -- WO-134 confirmed hit, gov_id=ca:csd:4811066"
www.youtube.com,youtube:9nLvxy-yfwI,us:place:1859598,fallback,wo179_family_scale,"Pierceton town, IN -- WO-134 confirmed hit, gov_id=us:place:1859598"
www.youtube.com,youtube:9uy2D6Kdd7Y,us:place:4843024,fallback,wo170_mislabelled_queued,"Littlefield city, Texas -- WO-134 confirmed hit, gov_id=us:place:4843024"
www.youtube.com,youtube:A0A9020ZS9Q,us:place:5373780,fallback,wo152_dead_domain_recheck,"Vader city -- WO-134 confirmed hit, gov_id=us:place:5373780"
www.youtube.com,youtube:A0eW5u8Rvyo,ca:csd:6001003,fallback,wo179_family_scale,"Watson Lake, YT -- WO-134 confirmed hit, gov_id=ca:csd:6001003"
www.youtube.com,youtube:A59jhcRSwA0,us:place:2022700,fallback,wo179_family_scale,"Fairway city, KS -- WO-134 confirmed hit, gov_id=us:place:2022700"
www.youtube.com,youtube:AGL3HM-fOw4,ca:csd:1205008,fallback,wo179_family_scale,"Annapolis Royal, NS -- WO-134 confirmed hit, gov_id=ca:csd:1205008"
www.youtube.com,youtube:AJ7167Rxopk,us:place:2622160,fallback,wo179_family_scale,"Dexter city, MI -- WO-134 confirmed hit, gov_id=us:place:2622160"
www.youtube.com,youtube:Azx6r_4NuU4,us:cousub:2501701955,fallback,wo181_ingest_found,"Ashby town -- WO-134 confirmed hit, gov_id=us:cousub:2501701955"
www.youtube.com,youtube:B9Byn-X4kIk,us:county:48163,fallback,wo147_access_ladder_sweep,"Frio County -- WO-134 confirmed hit, gov_id=us:county:48163"
www.youtube.com,youtube:BI2Obi8v0rM,us:county:17201,fallback,wo179_family_scale,"Winnebago County, IL -- WO-134 confirmed hit, gov_id=us:county:17201"
www.youtube.com,youtube:BJdHNwMQmL8,us:place:1809532,fallback,wo152_dead_domain_recheck,"Butler city -- WO-134 confirmed hit, gov_id=us:place:1809532"
www.youtube.com,youtube:BbnDX5ea3iY,us:place:2725280,fallback,wo152_dead_domain_recheck,"Granite Falls city -- WO-134 confirmed hit, gov_id=us:place:2725280"
www.youtube.com,youtube:BfYfndmOQ2Y,us:county:34033,fallback,wo179_family_scale,"Salem County, NJ -- WO-134 confirmed hit, gov_id=us:county:34033"
www.youtube.com,youtube:BfsC8Dd-JOU,us:place:4764668,fallback,wo179_family_scale,"Rocky Top city, TN -- WO-134 confirmed hit, gov_id=us:place:4764668"
www.youtube.com,youtube:BjPPOfbvaX4,us:place:3763760,fallback,wo179_family_scale,"Spencer town, NC -- WO-134 confirmed hit, gov_id=us:place:3763760"
www.youtube.com,youtube:C1E0MQ3rvvY,us:place:3548060,fallback,wo179_family_scale,"Mesilla town, NM -- WO-134 confirmed hit, gov_id=us:place:3548060"
www.youtube.com,youtube:C5Tl_AdOqCM,ca:csd:4706029,fallback,wo179_family_scale,"Edenwold No. 158, SK -- WO-134 confirmed hit, gov_id=ca:csd:4706029"
www.youtube.com,youtube:CRjz_MamYYA,us:place:1801612,fallback,wo179_family_scale,"Andrews town, IN -- WO-134 confirmed hit, gov_id=us:place:1801612"
www.youtube.com,youtube:CVzPqITz_zc,us:place:3766960,fallback,wo179_family_scale,"Taylorsville town, NC -- WO-134 confirmed hit, gov_id=us:place:3766960"
www.youtube.com,youtube:CfYptOEGPRI,ca:cd:1211,fallback,wo179_family_scale,"Cumberland, NS -- WO-134 confirmed hit, gov_id=ca:cd:1211"
www.youtube.com,youtube:ChJUP0bOdCo,us:place:1715833,fallback,wo170_mislabelled_queued,"Columbia city, Illinois -- WO-134 confirmed hit, gov_id=us:place:1715833"
www.youtube.com,youtube:ChznrUpI7pQ,us:county:33009,fallback,wo147_access_ladder_sweep,"Grafton County -- WO-147 tier-3 pending, gov_id=us:county:33009"
